event_id,event_time,settled_time,sportsbook,market,selection,odds,won,rating_diff,rest_diff
G0101,2022-04-12 00:00:00+00:00,2022-04-12 03:00:00+00:00,samplebook,moneyline,home,2.8587,1,-0.5911034251911056,2
G0101,2022-04-12 00:00:00+00:00,2022-04-12 03:00:00+00:00,samplebook,moneyline,away,1.4384,0,0.5911034251911056,-2
G0102,2022-04-13 00:00:00+00:00,2022-04-13 03:00:00+00:00,samplebook,moneyline,home,1.3341,1,1.475949048053509,0
G0102,2022-04-13 00:00:00+00:00,2022-04-13 03:00:00+00:00,samplebook,moneyline,away,3.3851,0,-1.475949048053509,0
G0103,2022-04-14 00:00:00+00:00,2022-04-14 03:00:00+00:00,samplebook,moneyline,home,1.4072,1,0.8137636899662105,1
G0103,2022-04-14 00:00:00+00:00,2022-04-14 03:00:00+00:00,samplebook,moneyline,away,2.9905,0,-0.8137636899662105,-1
G0104,2022-04-15 00:00:00+00:00,2022-04-15 03:00:00+00:00,samplebook,moneyline,home,1.725,1,0.23440089269869593,1
G0104,2022-04-15 00:00:00+00:00,2022-04-15 03:00:00+00:00,samplebook,moneyline,away,2.1492,0,-0.23440089269869593,-1
G0105,2022-04-16 00:00:00+00:00,2022-04-16 03:00:00+00:00,samplebook,moneyline,home,1.9457,1,-0.1525225324523588,-2
G0105,2022-04-16 00:00:00+00:00,2022-04-16 03:00:00+00:00,samplebook,moneyline,away,1.8831,0,0.1525225324523588,2
G0106,2022-04-17 00:00:00+00:00,2022-04-17 03:00:00+00:00,samplebook,moneyline,home,3.1686,0,-1.0585360819784093,2
G0106,2022-04-17 00:00:00+00:00,2022-04-17 03:00:00+00:00,samplebook,moneyline,away,1.371,1,1.0585360819784093,-2
G0107,2022-04-18 00:00:00+00:00,2022-04-18 03:00:00+00:00,samplebook,moneyline,home,2.4972,0,-0.8222500172903203,-1
G0107,2022-04-18 00:00:00+00:00,2022-04-18 03:00:00+00:00,samplebook,moneyline,away,1.5515,1,0.8222500172903203,1
G0108,2022-04-19 00:00:00+00:00,2022-04-19 03:00:00+00:00,samplebook,moneyline,home,1.6711,0,0.01142605556065933,1
G0108,2022-04-19 00:00:00+00:00,2022-04-19 03:00:00+00:00,samplebook,moneyline,away,2.2392,1,-0.01142605556065933,-1
G0109,2022-04-20 00:00:00+00:00,2022-04-20 03:00:00+00:00,samplebook,moneyline,home,1.4814,0,0.5541165013240933,3
G0109,2022-04-20 00:00:00+00:00,2022-04-20 03:00:00+00:00,samplebook,moneyline,away,2.7029,1,-0.5541165013240933,-3
G0110,2022-04-21 00:00:00+00:00,2022-04-21 03:00:00+00:00,samplebook,moneyline,home,5.0765,0,-2.003522292066514,0
G0110,2022-04-21 00:00:00+00:00,2022-04-21 03:00:00+00:00,samplebook,moneyline,away,1.1792,1,2.003522292066514,0
G0111,2022-04-22 00:00:00+00:00,2022-04-22 03:00:00+00:00,samplebook,moneyline,home,1.4325,0,1.309550684860527,1
G0111,2022-04-22 00:00:00+00:00,2022-04-22 03:00:00+00:00,samplebook,moneyline,away,2.8824,1,-1.309550684860527,-1
G0112,2022-04-23 00:00:00+00:00,2022-04-23 03:00:00+00:00,samplebook,moneyline,home,3.8456,0,-1.6012779371188537,-1
G0112,2022-04-23 00:00:00+00:00,2022-04-23 03:00:00+00:00,samplebook,moneyline,away,1.2739,1,1.6012779371188537,1
G0113,2022-04-24 00:00:00+00:00,2022-04-24 03:00:00+00:00,samplebook,moneyline,home,2.317,1,0.27627417932855375,0
G0113,2022-04-24 00:00:00+00:00,2022-04-24 03:00:00+00:00,samplebook,moneyline,away,1.6302,0,-0.27627417932855375,0
G0114,2022-04-25 00:00:00+00:00,2022-04-25 03:00:00+00:00,samplebook,moneyline,home,1.6722,0,0.054353585390382264,1
G0114,2022-04-25 00:00:00+00:00,2022-04-25 03:00:00+00:00,samplebook,moneyline,away,2.2373,1,-0.054353585390382264,-1
G0115,2022-04-26 00:00:00+00:00,2022-04-26 03:00:00+00:00,samplebook,moneyline,home,1.9151,1,0.13824143205868192,-2
G0115,2022-04-26 00:00:00+00:00,2022-04-26 03:00:00+00:00,samplebook,moneyline,away,1.9126,0,-0.13824143205868192,2
G0116,2022-04-27 00:00:00+00:00,2022-04-27 03:00:00+00:00,samplebook,moneyline,home,1.6761,1,0.5300647056014667,-2
G0116,2022-04-27 00:00:00+00:00,2022-04-27 03:00:00+00:00,samplebook,moneyline,away,2.2302,0,-0.5300647056014667,2
G0117,2022-04-28 00:00:00+00:00,2022-04-28 03:00:00+00:00,samplebook,moneyline,home,1.4878,0,0.8205284754174188,-2
G0117,2022-04-28 00:00:00+00:00,2022-04-28 03:00:00+00:00,samplebook,moneyline,away,2.6819,1,-0.8205284754174188,2
G0118,2022-04-29 00:00:00+00:00,2022-04-29 03:00:00+00:00,samplebook,moneyline,home,3.5142,1,-0.265838791915379,-3
G0118,2022-04-29 00:00:00+00:00,2022-04-29 03:00:00+00:00,samplebook,moneyline,away,1.315,0,0.265838791915379,3
G0119,2022-04-30 00:00:00+00:00,2022-04-30 03:00:00+00:00,samplebook,moneyline,home,10.7199,0,-1.296472328074761,-3
G0119,2022-04-30 00:00:00+00:00,2022-04-30 03:00:00+00:00,samplebook,moneyline,away,1.0507,1,1.296472328074761,3
G0120,2022-05-01 00:00:00+00:00,2022-05-01 03:00:00+00:00,samplebook,moneyline,home,2.3552,0,-0.6782644401551767,1
G0120,2022-05-01 00:00:00+00:00,2022-05-01 03:00:00+00:00,samplebook,moneyline,away,1.6118,1,0.6782644401551767,-1
G0121,2022-05-02 00:00:00+00:00,2022-05-02 03:00:00+00:00,samplebook,moneyline,home,1.3248,0,1.0892174967107926,2
G0121,2022-05-02 00:00:00+00:00,2022-05-02 03:00:00+00:00,samplebook,moneyline,away,3.4465,1,-1.0892174967107926,-2
G0122,2022-05-03 00:00:00+00:00,2022-05-03 03:00:00+00:00,samplebook,moneyline,home,1.3702,0,1.3535858895693973,0
G0122,2022-05-03 00:00:00+00:00,2022-05-03 03:00:00+00:00,samplebook,moneyline,away,3.1726,1,-1.3535858895693973,0
G0123,2022-05-04 00:00:00+00:00,2022-05-04 03:00:00+00:00,samplebook,moneyline,home,3.9621,1,-1.4805365125650163,1
G0123,2022-05-04 00:00:00+00:00,2022-05-04 03:00:00+00:00,samplebook,moneyline,away,1.2617,0,1.4805365125650163,-1
G0124,2022-05-05 00:00:00+00:00,2022-05-05 03:00:00+00:00,samplebook,moneyline,home,1.4286,1,0.8035850193786016,0
G0124,2022-05-05 00:00:00+00:00,2022-05-05 03:00:00+00:00,samplebook,moneyline,away,2.8984,0,-0.8035850193786016,0
G0125,2022-05-06 00:00:00+00:00,2022-05-06 03:00:00+00:00,samplebook,moneyline,home,2.6565,1,-1.0405439391575344,3
G0125,2022-05-06 00:00:00+00:00,2022-05-06 03:00:00+00:00,samplebook,moneyline,away,1.4957,0,1.0405439391575344,-3
G0126,2022-05-07 00:00:00+00:00,2022-05-07 03:00:00+00:00,samplebook,moneyline,home,6.0766,1,-1.8309058258475304,-1
G0126,2022-05-07 00:00:00+00:00,2022-05-07 03:00:00+00:00,samplebook,moneyline,away,1.1358,0,1.8309058258475304,1
G0127,2022-05-08 00:00:00+00:00,2022-05-08 03:00:00+00:00,samplebook,moneyline,home,3.1677,0,-1.06975241128969,-2
G0127,2022-05-08 00:00:00+00:00,2022-05-08 03:00:00+00:00,samplebook,moneyline,away,1.3711,1,1.06975241128969,2
G0128,2022-05-09 00:00:00+00:00,2022-05-09 03:00:00+00:00,samplebook,moneyline,home,1.585,1,-0.18924434093640552,3
G0128,2022-05-09 00:00:00+00:00,2022-05-09 03:00:00+00:00,samplebook,moneyline,away,2.4149,0,0.18924434093640552,-3
G0129,2022-05-10 00:00:00+00:00,2022-05-10 03:00:00+00:00,samplebook,moneyline,home,1.8407,0,-0.3427861508643793,1
G0129,2022-05-10 00:00:00+00:00,2022-05-10 03:00:00+00:00,samplebook,moneyline,away,1.9931,1,0.3427861508643793,-1
G0130,2022-05-11 00:00:00+00:00,2022-05-11 03:00:00+00:00,samplebook,moneyline,home,2.2239,1,-0.3314881720972547,0
G0130,2022-05-11 00:00:00+00:00,2022-05-11 03:00:00+00:00,samplebook,moneyline,away,1.6797,0,0.3314881720972547,0
G0131,2022-05-12 00:00:00+00:00,2022-05-12 03:00:00+00:00,samplebook,moneyline,home,1.2803,1,0.3487758940462951,3
G0131,2022-05-12 00:00:00+00:00,2022-05-12 03:00:00+00:00,samplebook,moneyline,away,3.7891,0,-0.3487758940462951,-3
G0132,2022-05-13 00:00:00+00:00,2022-05-13 03:00:00+00:00,samplebook,moneyline,home,1.8341,1,0.0693811351327787,3
G0132,2022-05-13 00:00:00+00:00,2022-05-13 03:00:00+00:00,samplebook,moneyline,away,2.0009,0,-0.0693811351327787,-3
G0133,2022-05-14 00:00:00+00:00,2022-05-14 03:00:00+00:00,samplebook,moneyline,home,1.7679,0,0.3330703726182551,-2
G0133,2022-05-14 00:00:00+00:00,2022-05-14 03:00:00+00:00,samplebook,moneyline,away,2.0861,1,-0.3330703726182551,2
G0134,2022-05-15 00:00:00+00:00,2022-05-15 03:00:00+00:00,samplebook,moneyline,home,3.0021,0,-0.8333688059494058,2
G0134,2022-05-15 00:00:00+00:00,2022-05-15 03:00:00+00:00,samplebook,moneyline,away,1.4047,1,0.8333688059494058,-2
G0135,2022-05-16 00:00:00+00:00,2022-05-16 03:00:00+00:00,samplebook,moneyline,home,1.9417,0,-0.458675284939333,-2
G0135,2022-05-16 00:00:00+00:00,2022-05-16 03:00:00+00:00,samplebook,moneyline,away,1.8868,1,0.458675284939333,2
G0136,2022-05-17 00:00:00+00:00,2022-05-17 03:00:00+00:00,samplebook,moneyline,home,1.5464,1,1.1059933699072981,-3
G0136,2022-05-17 00:00:00+00:00,2022-05-17 03:00:00+00:00,samplebook,moneyline,away,2.5105,0,-1.1059933699072981,3
G0137,2022-05-18 00:00:00+00:00,2022-05-18 03:00:00+00:00,samplebook,moneyline,home,1.8991,0,-0.28436383804009513,1
G0137,2022-05-18 00:00:00+00:00,2022-05-18 03:00:00+00:00,samplebook,moneyline,away,1.9288,1,0.28436383804009513,-1
G0138,2022-05-19 00:00:00+00:00,2022-05-19 03:00:00+00:00,samplebook,moneyline,home,2.2918,0,-0.33925848388401536,-1
G0138,2022-05-19 00:00:00+00:00,2022-05-19 03:00:00+00:00,samplebook,moneyline,away,1.6429,1,0.33925848388401536,1
G0139,2022-05-20 00:00:00+00:00,2022-05-20 03:00:00+00:00,samplebook,moneyline,home,1.0401,1,2.5976737265958323,0
G0139,2022-05-20 00:00:00+00:00,2022-05-20 03:00:00+00:00,samplebook,moneyline,away,11.9617,0,-2.5976737265958323,0
G0140,2022-05-21 00:00:00+00:00,2022-05-21 03:00:00+00:00,samplebook,moneyline,home,2.1406,0,0.09152017817320818,-3
G0140,2022-05-21 00:00:00+00:00,2022-05-21 03:00:00+00:00,samplebook,moneyline,away,1.7306,1,-0.09152017817320818,3
G0141,2022-05-22 00:00:00+00:00,2022-05-22 03:00:00+00:00,samplebook,moneyline,home,2.6319,1,-0.7794823967254196,3
G0141,2022-05-22 00:00:00+00:00,2022-05-22 03:00:00+00:00,samplebook,moneyline,away,1.5037,0,0.7794823967254196,-3
G0142,2022-05-23 00:00:00+00:00,2022-05-23 03:00:00+00:00,samplebook,moneyline,home,1.4507,1,0.6655852363134291,3
G0142,2022-05-23 00:00:00+00:00,2022-05-23 03:00:00+00:00,samplebook,moneyline,away,2.8116,0,-0.6655852363134291,-3
G0143,2022-05-24 00:00:00+00:00,2022-05-24 03:00:00+00:00,samplebook,moneyline,home,1.4099,1,0.4539655793086961,2
G0143,2022-05-24 00:00:00+00:00,2022-05-24 03:00:00+00:00,samplebook,moneyline,away,2.9784,0,-0.4539655793086961,-2
G0144,2022-05-25 00:00:00+00:00,2022-05-25 03:00:00+00:00,samplebook,moneyline,home,6.2219,0,-1.8314060842151236,3
G0144,2022-05-25 00:00:00+00:00,2022-05-25 03:00:00+00:00,samplebook,moneyline,away,1.1309,1,1.8314060842151236,-3
G0145,2022-05-26 00:00:00+00:00,2022-05-26 03:00:00+00:00,samplebook,moneyline,home,1.4879,1,1.3638622298139094,-3
G0145,2022-05-26 00:00:00+00:00,2022-05-26 03:00:00+00:00,samplebook,moneyline,away,2.6815,0,-1.3638622298139094,3
G0146,2022-05-27 00:00:00+00:00,2022-05-27 03:00:00+00:00,samplebook,moneyline,home,2.4539,0,-1.502503456040897,0
G0146,2022-05-27 00:00:00+00:00,2022-05-27 03:00:00+00:00,samplebook,moneyline,away,1.5687,1,1.502503456040897,0
G0147,2022-05-28 00:00:00+00:00,2022-05-28 03:00:00+00:00,samplebook,moneyline,home,1.6243,1,0.4348842714636474,-1
G0147,2022-05-28 00:00:00+00:00,2022-05-28 03:00:00+00:00,samplebook,moneyline,away,2.3291,0,-0.4348842714636474,1
G0148,2022-05-29 00:00:00+00:00,2022-05-29 03:00:00+00:00,samplebook,moneyline,home,3.657,0,-1.5609583529944429,2
G0148,2022-05-29 00:00:00+00:00,2022-05-29 03:00:00+00:00,samplebook,moneyline,away,1.2961,1,1.5609583529944429,-2
G0149,2022-05-30 00:00:00+00:00,2022-05-30 03:00:00+00:00,samplebook,moneyline,home,1.4376,1,0.7908061216900806,-1
G0149,2022-05-30 00:00:00+00:00,2022-05-30 03:00:00+00:00,samplebook,moneyline,away,2.8619,0,-0.7908061216900806,1
G0150,2022-05-31 00:00:00+00:00,2022-05-31 03:00:00+00:00,samplebook,moneyline,home,3.2222,0,-0.6883722822307594,-1
G0150,2022-05-31 00:00:00+00:00,2022-05-31 03:00:00+00:00,samplebook,moneyline,away,1.3612,1,0.6883722822307594,1
G0151,2022-06-01 00:00:00+00:00,2022-06-01 03:00:00+00:00,samplebook,moneyline,home,2.6239,0,-0.8876956557145598,2
G0151,2022-06-01 00:00:00+00:00,2022-06-01 03:00:00+00:00,samplebook,moneyline,away,1.5063,1,0.8876956557145598,-2
G0152,2022-06-02 00:00:00+00:00,2022-06-02 03:00:00+00:00,samplebook,moneyline,home,1.2289,1,1.403821392066557,2
G0152,2022-06-02 00:00:00+00:00,2022-06-02 03:00:00+00:00,samplebook,moneyline,away,4.3241,0,-1.403821392066557,-2
G0153,2022-06-03 00:00:00+00:00,2022-06-03 03:00:00+00:00,samplebook,moneyline,home,1.8886,1,0.2582288233226952,-1
G0153,2022-06-03 00:00:00+00:00,2022-06-03 03:00:00+00:00,samplebook,moneyline,away,1.9398,0,-0.2582288233226952,1
G0154,2022-06-04 00:00:00+00:00,2022-06-04 03:00:00+00:00,samplebook,moneyline,home,4.7332,1,-0.9411220959249583,-2
G0154,2022-06-04 00:00:00+00:00,2022-06-04 03:00:00+00:00,samplebook,moneyline,away,1.1994,0,0.9411220959249583,2
G0155,2022-06-05 00:00:00+00:00,2022-06-05 03:00:00+00:00,samplebook,moneyline,home,1.2913,1,0.6374709026511215,3
G0155,2022-06-05 00:00:00+00:00,2022-06-05 03:00:00+00:00,samplebook,moneyline,away,3.6956,0,-0.6374709026511215,-3
G0156,2022-06-06 00:00:00+00:00,2022-06-06 03:00:00+00:00,samplebook,moneyline,home,11.9617,0,-2.3942603049004716,-3
G0156,2022-06-06 00:00:00+00:00,2022-06-06 03:00:00+00:00,samplebook,moneyline,away,1.0401,1,2.3942603049004716,3
G0157,2022-06-07 00:00:00+00:00,2022-06-07 03:00:00+00:00,samplebook,moneyline,home,2.0307,0,0.24766590110894313,-3
G0157,2022-06-07 00:00:00+00:00,2022-06-07 03:00:00+00:00,samplebook,moneyline,away,1.8098,1,-0.24766590110894313,3
G0158,2022-06-08 00:00:00+00:00,2022-06-08 03:00:00+00:00,samplebook,moneyline,home,1.7968,1,-0.1591848713800608,1
G0158,2022-06-08 00:00:00+00:00,2022-06-08 03:00:00+00:00,samplebook,moneyline,away,2.0472,0,0.1591848713800608,-1
G0159,2022-06-09 00:00:00+00:00,2022-06-09 03:00:00+00:00,samplebook,moneyline,home,1.6021,0,0.6626659703854839,-3
G0159,2022-06-09 00:00:00+00:00,2022-06-09 03:00:00+00:00,samplebook,moneyline,away,2.3762,1,-0.6626659703854839,3
G0160,2022-06-10 00:00:00+00:00,2022-06-10 03:00:00+00:00,samplebook,moneyline,home,1.7193,1,0.2964180008086595,1
G0160,2022-06-10 00:00:00+00:00,2022-06-10 03:00:00+00:00,samplebook,moneyline,away,2.1581,0,-0.2964180008086595,-1
G0161,2022-06-11 00:00:00+00:00,2022-06-11 03:00:00+00:00,samplebook,moneyline,home,2.9407,0,-0.7535275803573779,2
G0161,2022-06-11 00:00:00+00:00,2022-06-11 03:00:00+00:00,samplebook,moneyline,away,1.4185,1,0.7535275803573779,-2
G0162,2022-06-12 00:00:00+00:00,2022-06-12 03:00:00+00:00,samplebook,moneyline,home,3.2911,0,-0.8887973132309185,-3
G0162,2022-06-12 00:00:00+00:00,2022-06-12 03:00:00+00:00,samplebook,moneyline,away,1.3493,1,0.8887973132309185,3
G0163,2022-06-13 00:00:00+00:00,2022-06-13 03:00:00+00:00,samplebook,moneyline,home,2.4764,1,-0.765535277429713,-1
G0163,2022-06-13 00:00:00+00:00,2022-06-13 03:00:00+00:00,samplebook,moneyline,away,1.5596,0,0.765535277429713,1
G0164,2022-06-14 00:00:00+00:00,2022-06-14 03:00:00+00:00,samplebook,moneyline,home,1.9087,1,-0.159648307422017,1
G0164,2022-06-14 00:00:00+00:00,2022-06-14 03:00:00+00:00,samplebook,moneyline,away,1.919,0,0.159648307422017,-1
G0165,2022-06-15 00:00:00+00:00,2022-06-15 03:00:00+00:00,samplebook,moneyline,home,3.0285,1,-1.4481272594150476,3
G0165,2022-06-15 00:00:00+00:00,2022-06-15 03:00:00+00:00,samplebook,moneyline,away,1.399,0,1.4481272594150476,-3
G0166,2022-06-16 00:00:00+00:00,2022-06-16 03:00:00+00:00,samplebook,moneyline,home,2.2915,0,-0.8996947864877538,0
G0166,2022-06-16 00:00:00+00:00,2022-06-16 03:00:00+00:00,samplebook,moneyline,away,1.6431,1,0.8996947864877538,0
G0167,2022-06-17 00:00:00+00:00,2022-06-17 03:00:00+00:00,samplebook,moneyline,home,1.2658,0,1.2479499850594318,1
G0167,2022-06-17 00:00:00+00:00,2022-06-17 03:00:00+00:00,samplebook,moneyline,away,3.9218,1,-1.2479499850594318,-1
G0168,2022-06-18 00:00:00+00:00,2022-06-18 03:00:00+00:00,samplebook,moneyline,home,11.9617,0,-2.409921965799875,-2
G0168,2022-06-18 00:00:00+00:00,2022-06-18 03:00:00+00:00,samplebook,moneyline,away,1.0401,1,2.409921965799875,2
G0169,2022-06-19 00:00:00+00:00,2022-06-19 03:00:00+00:00,samplebook,moneyline,home,1.5581,0,0.7143964826306588,3
G0169,2022-06-19 00:00:00+00:00,2022-06-19 03:00:00+00:00,samplebook,moneyline,away,2.4802,1,-0.7143964826306588,-3
G0170,2022-06-20 00:00:00+00:00,2022-06-20 03:00:00+00:00,samplebook,moneyline,home,2.8925,0,-0.8374634040851927,3
G0170,2022-06-20 00:00:00+00:00,2022-06-20 03:00:00+00:00,samplebook,moneyline,away,1.43,1,0.8374634040851927,-3
G0171,2022-06-21 00:00:00+00:00,2022-06-21 03:00:00+00:00,samplebook,moneyline,home,2.0483,0,0.24903612230694197,1
G0171,2022-06-21 00:00:00+00:00,2022-06-21 03:00:00+00:00,samplebook,moneyline,away,1.796,1,-0.24903612230694197,-1
G0172,2022-06-22 00:00:00+00:00,2022-06-22 03:00:00+00:00,samplebook,moneyline,home,2.9401,0,-1.281069206845832,0
G0172,2022-06-22 00:00:00+00:00,2022-06-22 03:00:00+00:00,samplebook,moneyline,away,1.4187,1,1.281069206845832,0
G0173,2022-06-23 00:00:00+00:00,2022-06-23 03:00:00+00:00,samplebook,moneyline,home,1.5549,0,0.24165971982083806,2
G0173,2022-06-23 00:00:00+00:00,2022-06-23 03:00:00+00:00,samplebook,moneyline,away,2.4883,1,-0.24165971982083806,-2
G0174,2022-06-24 00:00:00+00:00,2022-06-24 03:00:00+00:00,samplebook,moneyline,home,2.5558,0,-0.5775388873556505,1
G0174,2022-06-24 00:00:00+00:00,2022-06-24 03:00:00+00:00,samplebook,moneyline,away,1.5297,1,0.5775388873556505,-1
G0175,2022-06-25 00:00:00+00:00,2022-06-25 03:00:00+00:00,samplebook,moneyline,home,1.684,0,0.5411316108045314,-3
G0175,2022-06-25 00:00:00+00:00,2022-06-25 03:00:00+00:00,samplebook,moneyline,away,2.2164,1,-0.5411316108045314,3
G0176,2022-06-26 00:00:00+00:00,2022-06-26 03:00:00+00:00,samplebook,moneyline,home,3.4382,1,-1.6855973173848082,3
G0176,2022-06-26 00:00:00+00:00,2022-06-26 03:00:00+00:00,samplebook,moneyline,away,1.326,0,1.6855973173848082,-3
G0177,2022-06-27 00:00:00+00:00,2022-06-27 03:00:00+00:00,samplebook,moneyline,home,5.8187,0,-1.4237344353990602,-3
G0177,2022-06-27 00:00:00+00:00,2022-06-27 03:00:00+00:00,samplebook,moneyline,away,1.1453,1,1.4237344353990602,3
G0178,2022-06-28 00:00:00+00:00,2022-06-28 03:00:00+00:00,samplebook,moneyline,home,4.2734,1,-1.2826346502605217,-1
G0178,2022-06-28 00:00:00+00:00,2022-06-28 03:00:00+00:00,samplebook,moneyline,away,1.2331,0,1.2826346502605217,1
G0179,2022-06-29 00:00:00+00:00,2022-06-29 03:00:00+00:00,samplebook,moneyline,home,1.2285,0,1.4511788490210642,2
G0179,2022-06-29 00:00:00+00:00,2022-06-29 03:00:00+00:00,samplebook,moneyline,away,4.329,1,-1.4511788490210642,-2
G0180,2022-06-30 00:00:00+00:00,2022-06-30 03:00:00+00:00,samplebook,moneyline,home,2.0002,1,0.2689134476786009,-2
G0180,2022-06-30 00:00:00+00:00,2022-06-30 03:00:00+00:00,samplebook,moneyline,away,1.8347,0,-0.2689134476786009,2
G0181,2022-07-01 00:00:00+00:00,2022-07-01 03:00:00+00:00,samplebook,moneyline,home,2.5141,0,-0.4116383222162092,1
G0181,2022-07-01 00:00:00+00:00,2022-07-01 03:00:00+00:00,samplebook,moneyline,away,1.545,1,0.4116383222162092,-1
G0182,2022-07-02 00:00:00+00:00,2022-07-02 03:00:00+00:00,samplebook,moneyline,home,8.2231,0,-2.41278033092949,0
G0182,2022-07-02 00:00:00+00:00,2022-07-02 03:00:00+00:00,samplebook,moneyline,away,1.083,1,2.41278033092949,0
G0183,2022-07-03 00:00:00+00:00,2022-07-03 03:00:00+00:00,samplebook,moneyline,home,5.9646,0,-1.9368380406201853,-1
G0183,2022-07-03 00:00:00+00:00,2022-07-03 03:00:00+00:00,samplebook,moneyline,away,1.1398,1,1.9368380406201853,1
G0184,2022-07-04 00:00:00+00:00,2022-07-04 03:00:00+00:00,samplebook,moneyline,home,1.7216,1,-0.18992384102225704,3
G0184,2022-07-04 00:00:00+00:00,2022-07-04 03:00:00+00:00,samplebook,moneyline,away,2.1545,0,0.18992384102225704,-3
G0185,2022-07-05 00:00:00+00:00,2022-07-05 03:00:00+00:00,samplebook,moneyline,home,2.8098,0,-1.4944056198193065,-2
G0185,2022-07-05 00:00:00+00:00,2022-07-05 03:00:00+00:00,samplebook,moneyline,away,1.4512,1,1.4944056198193065,2
G0186,2022-07-06 00:00:00+00:00,2022-07-06 03:00:00+00:00,samplebook,moneyline,home,1.5722,1,0.17196033243705985,2
G0186,2022-07-06 00:00:00+00:00,2022-07-06 03:00:00+00:00,samplebook,moneyline,away,2.4453,0,-0.17196033243705985,-2
G0187,2022-07-07 00:00:00+00:00,2022-07-07 03:00:00+00:00,samplebook,moneyline,home,5.379,0,-1.7306716055072182,-1
G0187,2022-07-07 00:00:00+00:00,2022-07-07 03:00:00+00:00,samplebook,moneyline,away,1.164,1,1.7306716055072182,1
G0188,2022-07-08 00:00:00+00:00,2022-07-08 03:00:00+00:00,samplebook,moneyline,home,1.328,1,1.8478250129560454,-1
G0188,2022-07-08 00:00:00+00:00,2022-07-08 03:00:00+00:00,samplebook,moneyline,away,3.4249,0,-1.8478250129560454,1
G0189,2022-07-09 00:00:00+00:00,2022-07-09 03:00:00+00:00,samplebook,moneyline,home,1.9223,1,0.5872591668027922,-3
G0189,2022-07-09 00:00:00+00:00,2022-07-09 03:00:00+00:00,samplebook,moneyline,away,1.9055,0,-0.5872591668027922,3
G0190,2022-07-10 00:00:00+00:00,2022-07-10 03:00:00+00:00,samplebook,moneyline,home,1.9502,1,0.17739611463694044,3
G0190,2022-07-10 00:00:00+00:00,2022-07-10 03:00:00+00:00,samplebook,moneyline,away,1.8788,0,-0.17739611463694044,-3
G0191,2022-07-11 00:00:00+00:00,2022-07-11 03:00:00+00:00,samplebook,moneyline,home,2.0977,0,-0.01756282647744591,-1
G0191,2022-07-11 00:00:00+00:00,2022-07-11 03:00:00+00:00,samplebook,moneyline,away,1.7597,1,0.01756282647744591,1
G0192,2022-07-12 00:00:00+00:00,2022-07-12 03:00:00+00:00,samplebook,moneyline,home,1.9384,1,-0.08158776968512098,-1
G0192,2022-07-12 00:00:00+00:00,2022-07-12 03:00:00+00:00,samplebook,moneyline,away,1.89,0,0.08158776968512098,1
G0193,2022-07-13 00:00:00+00:00,2022-07-13 03:00:00+00:00,samplebook,moneyline,home,2.3199,0,-0.5227186961696804,-2
G0193,2022-07-13 00:00:00+00:00,2022-07-13 03:00:00+00:00,samplebook,moneyline,away,1.6288,1,0.5227186961696804,2
G0194,2022-07-14 00:00:00+00:00,2022-07-14 03:00:00+00:00,samplebook,moneyline,home,1.7681,1,0.27236975527423984,-3
G0194,2022-07-14 00:00:00+00:00,2022-07-14 03:00:00+00:00,samplebook,moneyline,away,2.0858,0,-0.27236975527423984,3
G0195,2022-07-15 00:00:00+00:00,2022-07-15 03:00:00+00:00,samplebook,moneyline,home,1.6833,0,0.3493506225604296,-1
G0195,2022-07-15 00:00:00+00:00,2022-07-15 03:00:00+00:00,samplebook,moneyline,away,2.2176,1,-0.3493506225604296,1
G0196,2022-07-16 00:00:00+00:00,2022-07-16 03:00:00+00:00,samplebook,moneyline,home,1.6282,0,0.42018859872493736,-2
G0196,2022-07-16 00:00:00+00:00,2022-07-16 03:00:00+00:00,samplebook,moneyline,away,2.3211,1,-0.42018859872493736,2
G0197,2022-07-17 00:00:00+00:00,2022-07-17 03:00:00+00:00,samplebook,moneyline,home,1.5411,0,0.6250852012481537,2
G0197,2022-07-17 00:00:00+00:00,2022-07-17 03:00:00+00:00,samplebook,moneyline,away,2.5245,1,-0.6250852012481537,-2
G0198,2022-07-18 00:00:00+00:00,2022-07-18 03:00:00+00:00,samplebook,moneyline,home,1.8801,0,-0.4354074729439623,0
G0198,2022-07-18 00:00:00+00:00,2022-07-18 03:00:00+00:00,samplebook,moneyline,away,1.9489,1,0.4354074729439623,0
G0199,2022-07-19 00:00:00+00:00,2022-07-19 03:00:00+00:00,samplebook,moneyline,home,2.4201,0,-0.45884049314930064,-2
G0199,2022-07-19 00:00:00+00:00,2022-07-19 03:00:00+00:00,samplebook,moneyline,away,1.5828,1,0.45884049314930064,2
G0200,2022-07-20 00:00:00+00:00,2022-07-20 03:00:00+00:00,samplebook,moneyline,home,2.7667,0,-0.24576150001290142,-3
G0200,2022-07-20 00:00:00+00:00,2022-07-20 03:00:00+00:00,samplebook,moneyline,away,1.4629,1,0.24576150001290142,3
G0201,2022-07-21 00:00:00+00:00,2022-07-21 03:00:00+00:00,samplebook,moneyline,home,3.8821,1,-0.7824163339614458,-3
G0201,2022-07-21 00:00:00+00:00,2022-07-21 03:00:00+00:00,samplebook,moneyline,away,1.27,0,0.7824163339614458,3
G0202,2022-07-22 00:00:00+00:00,2022-07-22 03:00:00+00:00,samplebook,moneyline,home,3.3519,0,-0.9151561158459262,-2
